Name,Handedness,Height,Weight,BMI,Batting Average,Homerun Count
Pete Ward,Lefty,73,185,30.4109589041,0.254,98
Johnny Grubb,Lefty,75,175,28,0.278,99
Duke Sims,Lefty,74,197,31.9459459459,0.239,100
Bruce Bochte,Lefty,75,195,31.2,0.282,100
Denis Menke,Righty,72,185,30.8333333333,0.25,101
Dave Concepcion,Righty,74,155,25.1351351351,0.267,101
Steve Yeager,Righty,72,190,31.6666666667,0.228,102
Eric Soderholm,Righty,71,187,31.6056338028,0.264,102
Ollie Brown,Righty,74,178,28.8648648649,0.265,102
Jay Johnstone,Lefty,73,175,28.7671232877,0.267,102
Lou Piniella,Righty,72,182,30.3333333333,0.291,102
Tony Gonzalez,Lefty,69,170,29.5652173913,0.286,103
Bob Boone,Righty,74,195,31.6216216216,0.254,105
Lee Thomas,Lefty,74,195,31.6216216216,0.255,106
Larry Herndon,Righty,75,190,30.4,0.274,107
Fred Whitfield,Lefty,73,190,31.2328767123,0.253,108
Al Cowens,Righty,73,197,32.3835616438,0.27,108
Dave Duncan,Righty,74,190,30.8108108108,0.214,109
Phil Garner,Righty,70,175,30,0.26,109
Willie Aikens,Lefty,75,220,35.2,0.271,110
Max Alvis,Righty,71,185,31.2676056338,0.247,111
Curt Blefary,Lefty,74,195,31.6216216216,0.237,112
Chris Speier,Righty,73,175,28.7671232877,0.246,112
Jim Morrison,Righty,71,175,29.5774647887,0.26,112
Greg Walker,Lefty,75,205,32.8,0.26,113
Chuck Hinton,Righty,73,180,29.5890410959,0.264,113
Thurman Munson,Righty,71,190,32.1126760563,0.292,113
Bob Robertson,Righty,73,195,32.0547945205,0.242,115
John Lowenstein,Lefty,72,175,29.1666666667,0.253,116
Rick Reichardt,Righty,75,210,33.6,0.261,116
Mickey Stanley,Righty,73,185,30.4109589041,0.248,117
Garry Maddox,Righty,75,175,28,0.285,117
Leo Cardenas,Righty,71,150,25.3521126761,0.257,118
Ed Kranepool,Lefty,75,205,32.8,0.261,118
Mike Easler,Lefty,72,190,31.6666666667,0.293,118
Wayne Gross,Lefty,74,210,34.0540540541,0.233,121
Gary Roenicke,Righty,75,205,32.8,0.247,121
Jimmie Hall,Lefty,72,175,29.1666666667,0.254,121
Dan Ford,Righty,73,185,30.4109589041,0.27,121
Keith Moreland,Righty,72,190,31.6666666667,0.279,121
Don Lock,Righty,74,195,31.6216216216,0.238,122
Joe Ferguson,Righty,74,200,32.4324324324,0.24,122
Nick Esasky,Righty,75,200,32,0.25,122
Ken Henderson,Switch-hitter,74,180,29.1891891892,0.257,122
Ken Phelps,Lefty,73,209,34.3561643836,0.239,123
Willie Upshaw,Lefty,72,185,30.8333333333,0.262,123
Ellis Valentine,Righty,76,205,32.3684210526,0.278,123
Aurelio Rodriguez,Righty,70,180,30.8571428571,0.237,124
Jody Davis,Righty,76,192,30.3157894737,0.245,127
Mike Epstein,Lefty,75,230,36.8,0.244,130
Tommie Agee,Righty,71,195,32.9577464789,0.255,130
Gary Ward,Righty,74,195,31.6216216216,0.276,130
Jorge Orta,Lefty,70,170,29.1428571429,0.278,130
Steve Kemp,Lefty,72,195,32.5,0.278,130
Ken Harrelson,Righty,74,190,30.8108108108,0.239,131
John Milner,Lefty,72,185,30.8333333333,0.249,131
Mack Jones,Lefty,73,180,29.5890410959,0.252,133
Paul Blair,Righty,72,168,28,0.25,134
Tom Haller,Lefty,76,195,30.7894736842,0.257,134
Davey Johnson,Righty,73,170,27.9452054795,0.261,136
Earl Williams,Righty,75,215,34.4,0.247,138
Jose Cardenal,Righty,70,150,25.7142857143,0.275,138
Johnny Briggs,Lefty,73,190,31.2328767123,0.253,139
Willie Montanez,Lefty,72,170,28.3333333333,0.275,139
Jeffrey Leonard,Righty,74,200,32.4324324324,0.266,144
Jim Spencer,Lefty,74,195,31.6216216216,0.25,146
Tommy Harper,Righty,69,165,28.6956521739,0.257,146
Ruppert Jones,Lefty,70,170,29.1428571429,0.25,147
Leon Durham,Lefty,73,185,30.4109589041,0.277,147
Sixto Lezcano,Righty,70,165,28.2857142857,0.271,148
Lou Brock,Lefty,71,170,28.7323943662,0.293,149
Jim Fregosi,Righty,73,190,31.2328767123,0.265,151
Tom Tresh,Switch-hitter,73,180,29.5890410959,0.245,153
Dan Driessen,Lefty,71,187,31.6056338028,0.267,153
Jim Northrup,Lefty,75,190,30.4,0.267,153
Doug Rader,Righty,74,208,33.7297297297,0.251,155
Davey Lopes,Righty,69,170,29.5652173913,0.263,155
Ken McMullen,Righty,75,190,30.4,0.248,156
Jim Hickman,Righty,75,192,30.72,0.252,159
Donn Clendenon,Righty,76,209,33,0.274,159
Bill Melton,Righty,74,200,32.4324324324,0.253,160
Frank White,Righty,71,165,27.8873239437,0.255,160
Roy White,Switch-hitter,70,160,27.4285714286,0.271,160
Pete Rose,Switch-hitter,71,192,32.4507042254,0.303,160
Keith Hernandez,Lefty,72,180,30,0.296,162
Roy Smalley,Switch-hitter,73,185,30.4109589041,0.257,163
Bill Madlock,Righty,71,180,30.4225352113,0.305,163
Claudell Washington,Lefty,72,190,31.6666666667,0.278,164
Jose Cruz,Lefty,72,170,28.3333333333,0.284,165
Dwayne Murphy,Lefty,73,185,30.4109589041,0.246,166
Bill Robinson,Righty,74,189,30.6486486486,0.258,166
Tony Conigliaro,Righty,75,185,29.6,0.264,166
Larry Hisle,Righty,74,193,31.2972972973,0.273,166
Jim Ray Hart,Righty,71,185,31.2676056338,0.278,170
Nate Colbert,Righty,74,190,30.8108108108,0.243,173
Bill Buckner,Lefty,72,185,30.8333333333,0.289,174
Don Money,Righty,73,170,27.9452054795,0.261,176
Joe Rudi,Righty,74,200,32.4324324324,0.264,179
Willie Davis,Lefty,74,180,29.1891891892,0.279,182
Bob Watson,Righty,72,201,33.5,0.295,184
Chris Chambliss,Lefty,73,195,32.0547945205,0.279,185
Darrell Porter,Lefty,72,193,32.1666666667,0.247,188
Bob Bailey,Righty,73,180,29.5890410959,0.257,189
Hal McRae,Righty,71,180,30.4225352113,0.29,191
Amos Otis,Righty,71,165,27.8873239437,0.277,193
Toby Harrah,Righty,72,175,29.1666666667,0.264,195
Cliff Johnson,Righty,76,215,33.9473684211,0.258,196
Dick McAuliffe,Lefty,71,176,29.7464788732,0.247,197
Cesar Cedeno,Righty,74,175,28.3783783784,0.285,199
Don Mincher,Lefty,75,205,32.8,0.249,200
Bill Freehan,Righty,75,203,32.48,0.262,200
Oscar Gamble,Lefty,71,160,27.0422535211,0.265,200
Gene Tenace,Righty,72,190,31.6666666667,0.241,201
Buddy Bell,Righty,73,180,29.5890410959,0.279,201
Richie Hebner,Lefty,73,195,32.0547945205,0.276,203
Rico Carty,Righty,75,200,32,0.299,204
Richie Zisk,Righty,73,200,32.8767123288,0.287,207
Jason Thompson,Lefty,76,200,31.5789473684,0.261,208
Rico Petrocelli,Righty,72,175,29.1666666667,0.251,210
Chet Lemon,Righty,72,190,31.6666666667,0.273,215
Bob Horner,Righty,73,195,32.0547945205,0.277,218
Joe Pepitone,Lefty,74,185,30,0.258,219
Al Oliver,Lefty,72,195,32.5,0.303,219
Tony Oliva,Lefty,73,175,28.7671232877,0.304,220
Bobby Grich,Righty,74,180,29.1891891892,0.266,224
Gary Matthews,Righty,74,185,30,0.281,234
Ben Oglivie,Lefty,74,160,25.9459459459,0.273,235
Doug DeCinces,Righty,74,190,30.8108108108,0.259,237
Jeff Burroughs,Righty,73,200,32.8767123288,0.261,240
Rick Monday,Lefty,75,193,30.88,0.264,241
Cecil Cooper,Lefty,74,165,26.7567567568,0.298,241
Sal Bando,Righty,72,195,32.5,0.254,242
Dusty Baker,Righty,74,183,29.6756756757,0.278,242
Deron Johnson,Righty,74,200,32.4324324324,0.244,245
Ken Singleton,Switch-hitter,76,210,33.1578947368,0.282,246
Ted Simmons,Switch-hitter,71,193,32.6197183099,0.285,248
Tony Armas,Righty,71,182,30.7605633803,0.252,251
Bobby Murcer,Lefty,71,160,27.0422535211,0.277,252
Joe Torre,Righty,74,212,34.3783783784,0.297,252
Andre Thornton,Righty,75,200,32,0.254,253
John Mayberry,Lefty,75,215,34.4,0.253,255
Larry Parrish,Righty,75,190,30.4,0.263,256
George Hendrick,Righty,75,195,31.2,0.278,267
Gorman Thomas,Righty,74,210,34.0540540541,0.225,268
Joe Morgan,Lefty,67,160,28.6567164179,0.271,268
George Scott,Righty,74,200,32.4324324324,0.268,271
Steve Garvey,Righty,70,192,32.9142857143,0.294,272
Jimmy Wynn,Righty,70,160,27.4285714286,0.25,291
Rusty Staub,Lefty,74,190,30.8108108108,0.279,292
Fred Lynn,Lefty,73,185,30.4109589041,0.283,306
Greg Luzinski,Righty,73,220,36.1643835616,0.276,307
Reggie Smith,Switch-hitter,72,180,30,0.287,314
Ron Cey,Righty,70,185,31.7142857143,0.261,316
Willie Horton,Righty,71,209,35.323943662,0.273,325
Bobby Bonds,Righty,73,190,31.2328767123,0.268,332
Don Baylor,Righty,73,190,31.2328767123,0.26,338
Boog Powell,Lefty,76,230,36.3157894737,0.266,339
Ron Santo,Righty,72,190,31.6666666667,0.277,342
George Foster,Righty,73,180,29.5890410959,0.274,348
Dick Allen,Righty,71,187,31.6056338028,0.292,351
Lee May,Righty,75,195,31.2,0.267,354
Tony Perez,Righty,74,175,28.3783783784,0.279,379
Jim Rice,Righty,74,200,32.4324324324,0.298,382
Johnny Bench,Righty,73,197,32.3835616438,0.267,389
Graig Nettles,Lefty,72,180,30,0.248,390
Darrell Evans,Lefty,74,200,32.4324324324,0.248,414
Dave Kingman,Righty,78,210,32.3076923077,0.236,442
Carl Yastrzemski,Lefty,71,175,29.5774647887,0.285,452
Willie Stargell,Lefty,74,188,30.4864864865,0.282,475
Mike Schmidt,Righty,74,195,31.6216216216,0.267,548
Reggie Jackson,Lefty,72,195,32.5,0.262,563
